2022-07-23/09:20:51		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:34:58		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:52		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:42:53		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_21012020_080913.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
2022-07-23/09:50:22		 wafer_29012020_050617.csv: File loaded successfully!!
